Row ID,Order ID,Data da Venda,Prioridade,Faturamento,Desconto,Forma de Envio,Lucro,Preço Unitário,Custo de Envio,Nome do Cliente,Cidade,CEP,Estado,Região,País,Segmento do Cliente,Categoria do Produto,Sub-Categoria do Produto,Nome do Produto,Embalagem,Margem,Data de Envio,Foi devolvido?
4416,31495,2024-08-04,Baixa,1234.85,0.03,Aéreo Normal,212.2,34.76,8.22,Gary Hansen,Formosa,77546,Goiás,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Armazenamento e Organização,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,2024-08-08,0
4906,34916,2024-08-09,Alta,24.36,0.08,Aéreo Rápido,10.04,4.82,5.72,Theresa Swint,São Paulo,10573,São Paulo,Sudeste,Brasil,Consumidor,Mobiliário,Mobiliário de Escritório,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,2024-08-13,1
7766,55558,2024-08-09,Média,392.57,0.04,Aéreo Normal,22.25,17.07,8.13,Mick Brown,Olinda,82901,Pernambuco,Nordeste,Brasil,Consumidor,Material de Escritório,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Small Box,0.38,2024-08-16,0
1155,8416,2024-08-06,Baixa,22.07,0.07,Aéreo Normal,-15.45,5.98,10.39,Nicole Fjeld,Florianópolis,70506,Santa Catarina,Sul,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 1895,Small Box,0.4,2024-08-11,0
6240,44224,2024-08-09,Alta,198.7,0.1,Aéreo Normal,-62.13,6.48,2.74,Natalie Webber,Maringá,33142,Paraná,Sul,Brasil,Corporativo,Tecnologia,Periféricos,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack,0.71,2024-08-14,0
6411,45570,2024-08-09,Crítica,77.57,0.0,Aéreo Normal,-67.4935,3.58,5.47,Bart Watters,Anápolis,55113,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Avery Poly Binder Pockets,Small Box,0.37,2024-08-16,0
8227,58789,2024-08-05,Baixa,377.13,0.02,Aéreo Normal,-10.29,9.77,6.02,Christina Vanderzanden,Cuiabá,63301,Mato Grosso,Centro-Oeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,DAX Solid Wood Frames,Medium Box,0.48,2024-08-08,0
27,193,2024-08-07,Crítica,174.89,0.06,Aéreo Normal,-37.04,12.44,6.27,Justin Hirsh,São Paulo,11714,São Paulo,Sudeste,Brasil,Consumidor,Material de Escritório,Armazenamento e Organização,Eldon Simplefile® Box Office®,Medium Box,0.57,2024-08-12,0
2581,18598,2024-08-06,Crítica,349.65,0.1,Aéreo Rápido,28.5515,14.48,6.46,Fred Harton,João Pessoa,80906,Paraíba,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,"GBC White Gloss Covers, Plain Front",Small Box,0.38,2024-08-10,0
7026,50146,2024-08-09,Não Especificada,2288.642,0.05,Aéreo Normal,519.5880000000001,85.99,2.79,Shui Tom,Feira de Santana,99336,Bahia,Nordeste,Brasil,Consumidor,Tecnologia,Telefones e Comunicação,6340,Small Box,0.58,2024-08-12,0
7765,55558,2024-08-09,Média,1294.04,0.05,Transporte Rodoviário,-323.18,150.98,66.27,Mick Brown,Olinda,82901,Pernambuco,Nordeste,Brasil,Consumidor,Mobiliário,Estantes,Bush Mission Pointe Library,Jumbo Box,0.65,2024-08-14,0
8085,57669,2024-08-08,Crítica,1803.12,0.0,Aéreo Normal,544.93,40.98,5.33,Cyra Reiten,Recife,91745,Pernambuco,Nordeste,Brasil,Consumidor,Material de Escritório,Eletrodomésticos,Belkin 8 Outlet Surge Protector,Small Box,0.57,2024-08-11,0
8226,58789,2024-08-05,Baixa,195.51,0.03,Aéreo Normal,-105.7195,7.3,7.72,Christina Vanderzanden,Cuiabá,63301,Mato Grosso,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,2024-08-08,0
1391,10081,2024-08-07,Não Especificada,1058.43,0.02,Aéreo Normal,245.0,20.28,6.68,Sanjit Engle,Curitiba,33012,Paraná,Sul,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,"Seth Thomas 8 1/2"" Cubicle Clock",Small Box,0.53,2024-08-11,0
1745,12485,2024-08-07,Crítica,5407.31,0.04,Transporte Rodoviário,1068.48,226.67,28.16,Eugene Barchas,Palmas,60130,Tocantins,Norte,Brasil,Escritório em Casa,Mobiliário,Cadeiras,Hon GuestStacker Chair,Jumbo Drum,0.59,2024-08-13,0
2469,17956,2024-08-05,Crítica,1567.51,0.01,Aéreo Rápido,711.74,37.94,5.08,Kelly Lampkin,Formosa,75051,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Papel,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,2024-08-08,0
2582,18598,2024-08-06,Crítica,4814.12,0.03,Aéreo Normal,855.14,102.3,21.26,Fred Harton,João Pessoa,80906,Paraíba,Nordeste,Brasil,Escritório em Casa,Mobiliário,Mobiliário de Escritório,Luxo Professional Combination Clamp-On Lamps,Large Box,0.59,2024-08-09,0
4415,31495,2024-08-04,Baixa,191.43,0.06,Aéreo Rápido,39.4995,8.69,2.99,Gary Hansen,Formosa,77546,Goiás,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,2024-08-10,0
6950,49638,2024-08-07,Média,196.07,0.05,Aéreo Normal,-77.66,10.97,6.5,Jack O'Briant,Cachoeira do Sul,38701,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Tecnologia,Periféricos,Micro Innovations 104 Keyboard,Small Box,0.64,2024-08-10,0
7348,52326,2024-08-04,Baixa,152.28,0.06,Aéreo Normal,-154.813,3.81,5.44,Dennis Bolton,Brasília,66762,Distrito Federal,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box,0.36,2024-08-11,0
1379,9985,2024-08-07,Baixa,81.9,0.08,Aéreo Normal,-23.52,6.68,5.2,Raymond Book,Feira de Santana,98006,Bahia,Nordeste,Brasil,Consumidor,Material de Escritório,Papel,Xerox 1977,Small Box,0.37,2024-08-11,0
2164,15618,2024-08-04,Média,50.93,0.06,Aéreo Normal,-34.98,5.28,6.26,Joy Smith,Campo Grande,47802,Mato Grosso do Sul,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Papel,Xerox 1928,Small Box,0.4,2024-08-08,0
2506,18210,2024-08-06,Não Especificada,9293.82,0.08,Aéreo Normal,2437.17,363.25,19.99,Greg Guthrie,Campo Grande,47130,Mato Grosso do Sul,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Eletrodomésticos,Hoover WindTunnel™ Plus Canister Vacuum,Small Box,0.57,2024-08-10,0
2507,18210,2024-08-06,Não Especificada,80.79,0.0,Aéreo Normal,12.58,2.88,0.7,Greg Guthrie,Campo Grande,46901,Mato Grosso do Sul,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Newell 335,Wrap Bag,0.56,2024-08-10,0
1743,12483,2024-08-04,Crítica,1406.07,0.1,Transporte Rodoviário,-701.91,100.98,57.38,Tom Zandusky,Curitiba,32303,Paraná,Sul,Brasil,Escritório em Casa,Mobiliário,Estantes,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78,2024-08-09,1
2165,15618,2024-08-04,Média,792.8,0.08,Aéreo Normal,26.27,18.97,9.54,Joy Smith,Campo Grande,47802,Mato Grosso do Sul,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Papel,Xerox 1939,Small Box,0.37,2024-08-08,0
2166,15618,2024-08-04,Média,782.4504999999999,0.06,Aéreo Normal,-11.396,65.99,3.99,Joy Smith,Campo Grande,47802,Mato Grosso do Sul,Centro-Oeste,Brasil,Consumidor,Tecnologia,Telefones e Comunicação,StarTAC 7760,Small Box,0.59,2024-08-07,0
2470,17956,2024-08-05,Crítica,1914.65,0.01,Aéreo Normal,73.45,111.03,8.64,Kelly Lampkin,Formosa,75051,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,Fellowes Recycled Storage Drawers,Small Box,0.78,2024-08-08,0
2642,19136,2024-08-04,Não Especificada,1372.9455,0.0,Aéreo Normal,429.885,35.99,1.25,Michelle Moray,Florianópolis,40258,Santa Catarina,Sul,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Accessory13,Small Pack,0.57,2024-08-07,0
3372,24097,2024-08-04,Alta,2689.48,0.04,Aéreo Normal,399.93,99.99,19.99,Anthony Johnson,Goiânia,60302,Goiás,Centro-Oeste,Brasil,Pequenas Empresas,Tecnologia,Periféricos,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,2024-08-09,0
3373,24097,2024-08-04,Alta,15.31,0.01,Aéreo Normal,-8.15,4.98,4.86,Anthony Johnson,Goiânia,60302,Goiás,Centro-Oeste,Brasil,Pequenas Empresas,Material de Escritório,Papel,Xerox 190,Small Box,0.38,2024-08-10,0
4655,33154,2024-08-03,Crítica,368.0245,0.09,Aéreo Normal,-218.812,65.99,4.2,Harold Dahlen,São Paulo,8816,São Paulo,Sudeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,5170,Small Box,0.59,2024-08-09,0
5974,42369,2024-08-05,Crítica,786.26,0.01,Aéreo Normal,274.98,17.48,1.99,Patricia Hirasaki,Goianésia,53150,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Small Pack,0.46,2024-08-08,0
7857,56166,2024-08-04,Crítica,615.68,0.08,Aéreo Normal,-54.34,14.42,6.75,Nicole Brennan,Belo Horizonte,1913,Minas Gerais,Sudeste,Brasil,Consumidor,Material de Escritório,Eletrodomésticos,Holmes Odor Grabber,Medium Box,0.52,2024-08-09,0
457,3108,2024-08-04,Crítica,65.39,0.09,Aéreo Normal,-0.46,1.82,1.0,Jack Garza,Curitiba,33314,Paraná,Sul,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,"Crayola Anti Dust Chalk, 12/Pack",Wrap Bag,0.4,2024-08-10,0
1744,12483,2024-08-04,Crítica,1771.67,0.09,Aéreo Normal,338.95,59.76,9.71,Tom Zandusky,Curitiba,32303,Paraná,Sul,Brasil,Escritório em Casa,Material de Escritório,Armazenamento e Organização,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57,2024-08-10,1
2738,19748,2024-08-04,Não Especificada,124.65,0.01,Aéreo Normal,13.34,18.97,5.21,Maxwell Schwartz,Porto Alegre,28560,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Papel,Xerox 1887,Small Box,0.37,2024-08-09,0
3665,26244,2024-08-03,Alta,131.72,0.09,Aéreo Normal,-42.61,8.46,3.62,Michael Dominguez,Formosa,53713,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,0.61,2024-08-07,0
4187,29762,2024-08-03,Crítica,22.45,0.03,Aéreo Normal,0.78,1.48,0.7,Philip Brown,Campo Grande,46350,Mato Grosso do Sul,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Elásticos,Binder Clips by OIC,Wrap Bag,0.37,2024-08-07,0
5280,37572,2024-08-03,Alta,123.95,0.01,Aéreo Normal,2.4225,5.34,2.99,Jas O'Carroll,São Paulo,44094,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,2024-08-09,1
6646,47270,2024-08-02,Crítica,382.65,0.03,Aéreo Rápido,47.61,9.27,4.39,Denise Monton,Barros Cassal,28806,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Material de Escritório,Papel,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Wrap Bag,0.38,2024-08-07,0
7510,53605,2024-08-03,Média,506.49,0.06,Aéreo Normal,105.69,25.98,5.37,Karen Seio,Maringá,35630,Paraná,Sul,Brasil,Consumidor,Material de Escritório,Eletrodomésticos,3M Office Air Cleaner,Medium Box,0.5,2024-08-10,0
7511,53605,2024-08-03,Média,8367.68,0.06,Transporte Rodoviário,886.35,170.98,35.89,Karen Seio,Maringá,35630,Paraná,Sul,Brasil,Consumidor,Mobiliário,Estantes,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Jumbo Box,0.66,2024-08-09,0
7512,53605,2024-08-03,Média,74.31,0.07,Aéreo Normal,-73.1,41.47,34.2,Karen Seio,Maringá,35630,Paraná,Sul,Brasil,Consumidor,Mobiliário,Mobiliário de Escritório,Eldon Econocleat® Chair Mats for Low Pile Carpets,Wrap Bag,0.73,2024-08-07,0
7858,56166,2024-08-04,Crítica,142.24,0.08,Transporte Rodoviário,-62.19,100.89,42.0,Nicole Brennan,Belo Horizonte,6457,Minas Gerais,Sudeste,Brasil,Consumidor,Mobiliário,Cadeiras,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Jumbo Drum,0.61,2024-08-08,0
1742,12483,2024-08-04,Crítica,1676.44,0.02,Aéreo Normal,607.495,120.98,9.07,Tom Zandusky,Curitiba,32303,Paraná,Sul,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,GBC VeloBinder Electric Binding Machine,Small Box,0.35,2024-08-08,1
3371,24097,2024-08-04,Alta,17.19,0.0,Aéreo Normal,-35.34,14.48,1.99,Anthony Johnson,Goiânia,60302,Goiás,Centro-Oeste,Brasil,Pequenas Empresas,Tecnologia,Periféricos,TDK 4.7GB DVD+RW,Small Pack,0.49,2024-08-08,0
3882,27744,2024-08-03,Crítica,106.69,0.01,Aéreo Normal,-76.6015,4.54,5.83,Pete Kriz,Recife,93309,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,"Avery® Durable Plastic 1"" Binders",Small Box,0.36,2024-08-07,1
4188,29762,2024-08-03,Crítica,3268.56,0.03,Transporte Rodoviário,-1181.71,95.95,74.35,Philip Brown,Formosa,57701,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Mobiliário,Cadeiras,Bevis Steel Folding Chairs,Jumbo Drum,0.57,2024-08-10,0
4914,34980,2024-08-02,Não Especificada,140.77,0.01,Aéreo Normal,100.77,18.65,3.77,Victoria Pisteka,Recife,92231,Pernambuco,Nordeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,3M Polarizing Light Filter Sleeves,Small Pack,0.39,2024-08-07,0
4915,34980,2024-08-02,Não Especificada,848.19,0.06,Aéreo Rápido,120.02,34.76,5.49,Victoria Pisteka,Recife,92231,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Armazenamento e Organização,Home/Office Personal File Carts,Small Box,0.6,2024-08-06,0
4916,34980,2024-08-02,Não Especificada,562.15,0.01,Aéreo Normal,148.34,46.89,5.1,Victoria Pisteka,Recife,93010,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Eletrodomésticos,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,2024-08-09,0
6647,47270,2024-08-02,Crítica,61.0,0.08,Aéreo Normal,-34.25,6.48,6.81,Denise Monton,Barros Cassal,28806,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Material de Escritório,Papel,Xerox 1930,Small Box,0.36,2024-08-08,0
6648,47270,2024-08-02,Crítica,3559.613,0.0,Aéreo Normal,747.738,205.99,3.0,Denise Monton,Barros Cassal,28806,Rio Grande do Sul,Sul,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,6185,Small Box,0.58,2024-08-06,0
1834,13127,2024-07-31,Média,951.31,0.06,Transporte Rodoviário,-333.07,68.81,60.0,Sam Craven,Florianópolis,30809,Santa Catarina,Sul,Brasil,Escritório em Casa,Material de Escritório,Eletrodomésticos,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2024-08-06,0
2802,20225,2024-07-26,Baixa,124.78,0.09,Aéreo Normal,-122.6705,3.98,5.26,Kean Thornton,Recife,95969,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,Ibico Presentation Index for Binding Systems,Small Box,0.38,2024-08-01,0
2803,20225,2024-07-26,Baixa,123.4,0.1,Aéreo Normal,30.5,5.84,0.83,Kean Thornton,Recife,95969,Pernambuco,Nordeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,Avery Hi-Liter® Smear-Safe Highlighters,Wrap Bag,0.49,2024-07-31,0
5591,39650,2024-07-30,Não Especificada,1004.89,0.0,Transporte Rodoviário,-189.02,89.99,42.0,Jessica Myrick,São Paulo,15131,São Paulo,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Cadeiras,"Global Leather Task Chair, Black",Jumbo Drum,0.66,2024-08-04,0
761,5445,2024-07-25,Baixa,46.48,0.01,Aéreo Normal,-1.82,4.63,1.93,Michael Dominguez,Alexânia,54703,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Wrap Bag,0.52,2024-08-01,0
2889,20832,2024-07-30,Não Especificada,105.89,0.08,Aéreo Normal,4.13,2.84,0.93,Eugene Moren,Florianópolis,40422,Santa Catarina,Sul,Brasil,Escritório em Casa,Material de Escritório,Canetas e materiais de arte,SANFORD Liquid Accent™ Tank-Style Highlighters,Wrap Bag,0.54,2024-08-06,0
3090,22151,2024-07-31,Alta,515.37,0.04,Aéreo Normal,9.8175,24.92,12.98,Beth Thompson,São Paulo,19026,São Paulo,Sudeste,Brasil,Corporativo,Material de Escritório,Capas e Acessórios,GBC Standard Therm-A-Bind Covers,Small Box,0.39,2024-08-07,0
3396,24196,2024-07-30,Alta,1049.49,0.05,Aéreo Normal,-5.41,43.57,16.36,Nat Carroll,Formosa,76541,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Armazenamento e Organização,"Trav-L-File Heavy-Duty Shuttle II, Black",Small Box,0.55,2024-08-02,0
3591,25634,2024-07-29,Não Especificada,593.32,0.03,Aéreo Normal,28.99,20.95,4.0,Mike Pelletier,Goiânia,60025,Goiás,Centro-Oeste,Brasil,Corporativo,Tecnologia,Periféricos,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.6,2024-08-02,0
3968,28321,2024-08-01,Média,90.5,0.03,Aéreo Normal,24.71,3.08,0.99,Steve Nguyen,São Paulo,44136,São Paulo,Sudeste,Brasil,Consumidor,Material de Escritório,Etiquetas,Avery 511,Small Box,0.37,2024-08-04,0
6095,43200,2024-07-31,Não Especificada,554.32,0.01,Aéreo Normal,-62.1345,172.99,19.99,Sara Luxemburg,São Paulo,7801,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Capas e Acessórios,Ibico EB-19 Dual Function Manual Binding System,Small Box,0.39,2024-08-03,0
6096,43200,2024-07-31,Não Especificada,1073.567,0.04,Aéreo Normal,-305.965,85.99,0.99,Sara Luxemburg,São Paulo,8332,São Paulo,Sudeste,Brasil,Pequenas Empresas,Tecnologia,Telefones e Comunicação,Accessory4,Wrap Bag,0.85,2024-08-06,0
7704,55234,2024-07-28,Baixa,600.86,0.09,Aéreo Normal,-82.67,53.98,5.5,Tiffany House,Erval Seco,29418,Rio Grande do Sul,Sul,Brasil,Corporativo,Tecnologia,Periféricos,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Small Box,0.62,2024-08-01,0
3075,22054,2024-07-29,Média,216.79,0.07,Aéreo Normal,57.55,6.98,2.83,Candace McMahon,Formosa,78666,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,G.E. Halogen Desk Lamp Bulbs,Small Pack,0.37,2024-08-01,0
3089,22151,2024-07-31,Alta,465.83,0.1,Aéreo Normal,-79.72,9.65,6.22,Beth Thompson,Goiânia,61008,Goiás,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,2024-08-06,0
3395,24196,2024-07-30,Alta,13.44,0.08,Aéreo Normal,-8.88,4.28,5.17,Nat Carroll,Formosa,76541,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Papel,Xerox 1971,Small Box,0.4,2024-08-05,0
4838,34407,2024-07-31,Baixa,1484.89,0.03,Aéreo Normal,220.99,35.89,14.72,Rachel Payne,Loanda,32503,Paraná,Sul,Brasil,Consumidor,Material de Escritório,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box,0.4,2024-08-07,0
5592,39650,2024-07-30,Não Especificada,329.06,0.08,Aéreo Normal,-175.15,7.28,7.98,Jessica Myrick,São Paulo,15131,São Paulo,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Mobiliário de Escritório,"Master Caster Door Stop, Large Neon Orange",Wrap Bag,0.42,2024-08-03,0
7256,51780,2024-07-24,Baixa,32.03,0.09,Aéreo Normal,7.41,3.15,0.5,Rob Beeghly,Florianópolis,70003,Santa Catarina,Sul,Brasil,Consumidor,Material de Escritório,Etiquetas,Avery 520,Small Box,0.37,2024-07-31,0
7258,51780,2024-07-24,Baixa,372.69,0.01,Aéreo Rápido,-177.031,8.04,8.94,Rob Beeghly,Cuiabá,63129,Mato Grosso,Centro-Oeste,Brasil,Consumidor,Material de Escritório,Capas e Acessórios,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,2024-07-27,0
7849,56128,2024-07-30,Média,657.232,0.1,Transporte Rodoviário,33.98895,44.43,46.59,Hallie Redmond,Ribeirão Pires,17112,São Paulo,Sudeste,Brasil,Pequenas Empresas,Mobiliário,Mesas,Hon 61000 Series Interactive Training Tables,Jumbo Box,0.67,2024-08-05,1
8007,57216,2024-07-29,Alta,109.78,0.03,Aéreo Normal,4.48,2.2,1.2,Ruben Dartt,Feira de Santana,98027,Bahia,Nordeste,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,"Sanford Uni-Blazer™ View Highlighters, Chisel Tip, Yellow",Wrap Bag,0.41,2024-08-05,0
458,3109,2024-07-23,Baixa,1005.74,0.1,Aéreo Normal,199.3,22.23,8.99,Liz MacKendrick,Douradina,69101,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Mobiliário,Mobiliário de Escritório,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Small Pack,0.41,2024-07-30,0
459,3109,2024-07-23,Baixa,6477.7395,0.01,Aéreo Normal,1653.966,205.99,8.99,Liz MacKendrick,Douradina,69101,Mato Grosso do Sul,Centro-Oeste,Brasil,Corporativo,Tecnologia,Telefones e Comunicação,Talkabout T8097,Small Box,0.58,2024-07-29,0
760,5445,2024-07-25,Baixa,29.42,0.06,Aéreo Rápido,14.43,3.69,0.5,Michael Dominguez,Alexânia,54703,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Material de Escritório,Etiquetas,Avery 52,Small Box,0.38,2024-07-28,0
2888,20832,2024-07-30,Não Especificada,88.7,0.06,Aéreo Normal,-20.447,1.88,1.49,Eugene Moren,Florianópolis,40422,Santa Catarina,Sul,Brasil,Escritório em Casa,Material de Escritório,Capas e Acessórios,Staples® General Use 3-Ring Binders,Small Box,0.37,2024-08-05,0
3592,25634,2024-07-29,Não Especificada,626.07,0.03,Aéreo Rápido,185.32,23.99,6.71,Mike Pelletier,Goiânia,60025,Goiás,Centro-Oeste,Brasil,Corporativo,Material de Escritório,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.35,2024-08-02,0
3683,26341,2024-07-28,Crítica,1095.27,0.03,Transporte Rodoviário,-281.2238,124.49,51.94,Karen Ferguson,São Paulo,11741,São Paulo,Sudeste,Brasil,Corporativo,Mobiliário,Mesas,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,2024-08-04,0
4461,31809,2024-07-28,Alta,15.0,0.1,Aéreo Normal,-13.74,9.78,5.76,Lauren Leatherbury,São Luís,87105,Maranhão,Nordeste,Brasil,Corporativo,Material de Escritório,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.35,2024-07-31,0
6784,48321,2024-07-29,Alta,5875.66,0.02,Aéreo Normal,1856.12,178.47,19.99,Tim Brockman,Aracajú,83301,Sergipe,Nordeste,Brasil,Consumidor,Material de Escritório,Armazenamento e Organização,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55,2024-08-03,1
7152,51041,2024-07-29,Alta,2766.818,0.03,Aéreo Normal,846.945,65.99,5.92,Neil Ducich,Anápolis,55432,Goiás,Centro-Oeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,252,Small Box,0.55,2024-08-05,0
7705,55234,2024-07-28,Baixa,17.06,0.03,Aéreo Normal,-7.54,2.98,2.03,Tiffany House,Erval Seco,29418,Rio Grande do Sul,Sul,Brasil,Corporativo,Material de Escritório,Canetas e materiais de arte,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag,0.57,2024-08-03,0
7848,56128,2024-07-30,Média,902.19,0.08,Aéreo Normal,-49.66,22.99,8.99,Hallie Redmond,Ribeirão Pires,16509,São Paulo,Sudeste,Brasil,Pequenas Empresas,Material de Escritório,Canetas e materiais de arte,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack,0.57,2024-08-06,1
8040,57440,2024-07-23,Baixa,1171.232,0.04,Aéreo Rápido,-43.252,115.99,2.5,Rob Williams,Maceió,85224,Alagoas,Nordeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,DPC 650 Piper,Small Box,0.58,2024-07-28,1
2307,16640,2024-07-27,Baixa,652.33,0.09,Transporte Rodoviário,-227.51,113.98,30.0,Stewart Visinsky,São Paulo,12306,São Paulo,Sudeste,Brasil,Corporativo,Mobiliário,Cadeiras,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum,0.69,2024-08-03,0
2510,18241,2024-07-27,Baixa,64.5,0.05,Aéreo Normal,-55.11,20.89,1.99,Denny Blanton,São Paulo,43015,São Paulo,Sudeste,Brasil,Escritório em Casa,Tecnologia,Periféricos,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,2024-07-31,0
2511,18241,2024-07-27,Baixa,9944.49,0.08,Transporte Rodoviário,-969.048366,400.98,76.37,Denny Blanton,São Paulo,43015,São Paulo,Sudeste,Brasil,Escritório em Casa,Mobiliário,Mesas,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.6,2024-08-03,0
2751,19843,2024-07-29,Média,4416.651,0.02,Aéreo Normal,1020.411,155.99,8.99,Eugene Moren,João Pessoa,80303,Paraíba,Nordeste,Brasil,Escritório em Casa,Tecnologia,Telefones e Comunicação,LX 788,Small Box,0.58,2024-08-01,0
6688,47584,2024-07-27,Crítica,20.19,0.03,Aéreo Normal,1.3,4.91,0.5,Bryan Spruell,Recife,95051,Pernambuco,Nordeste,Brasil,Escritório em Casa,Material de Escritório,Etiquetas,Avery 508,Small Box,0.36,2024-07-30,0
